index_content,word,nature,content_type,index_word
24,安装,v,pos,2
24,十分满意,l,pos,3
25,东西,ns,pos,0
25,吃的用,l,pos,1
25,算,v,pos,2
25,老客户,n,pos,3
25,自营,vn,pos,4
25,产品,n,pos,5
25,保障,v,pos,6
25,产品质量,n,pos,7
25,送货,v,pos,8
25,满意,v,pos,9
25,会长,n,pos,10
26,产品,n,pos,0
26,不错,a,pos,1
26,满意,v,pos,2
26,商城,ns,pos,3
26,物美价廉,l,pos,4
27,发货,n,pos,0
27,师傅,nr,pos,1
27,安装,v,pos,2
27,很快,d,pos,3
28,物流,n,pos,0
28,太,d,pos,1
28,第二天,m,pos,2
28,安装,v,pos,3
28,家里,s,pos,4
28,电器,n,pos,5
28,品牌,n,pos,6
28,好用,v,pos,7
28,电器,n,pos,8
28,自营,vn,pos,9
28,安装,v,pos,10
28,师傅,nr,pos,11
28,服务,vn,pos,12
28,热心,n,pos,13
28,不是太好,l,pos,14
28,安装,v,pos,15
28,时,ng,pos,16
28,细心,n,pos,17
28,帮,v,pos,18
28,解决,v,pos,19
28,师傅,nr,pos,20
28,点,m,pos,21
28,赞,v,pos,22
29,自营,vn,pos,0
29,店,n,pos,1
29,购物,n,pos,2
29,放心,v,pos,3
29,值得,v,pos,4
29,信赖,n,pos,5
29,快递,v,pos,6
29,速度,n,pos,7
29,快递,v,pos,8
29,小哥,n,pos,9
29,力,n,pos,10
29,强力,n,pos,11
29,推荐,v,pos,12
29,购物,n,pos,13
29,选,zg,pos,14
30,性价比,n,pos,0
30,选,v,pos,1
30,好久,m,pos,2
30,最终,d,pos,3
30,买的,n,pos,4
30,这款,r,pos,5
30,升,v,pos,6
30,瓦,nr,pos,7
30,不错,a,pos,8
30,安装,v,pos,9
30,服务,vn,pos,10
30,不错,a,pos,11
31,物流,n,pos,0
31,够,zg,pos,1
31,速度,n,pos,2
31,当天,t,pos,3
31,下单,n,pos,4
31,隔天,nz,pos,5
31,送货上门,l,pos,6
31,售后,n,pos,7
31,安排,v,pos,8
31,第二天,m,pos,9
31,师傅,nr,pos,10
31,上门,ns,pos,11
31,安装,v,pos,12
31,安装,v,pos,13
31,师傅,nr,pos,14
31,尽责,v,pos,15
32,服务,vn,pos,0
32,物流,n,pos,1
32,安装,v,pos,2
32,技术,n,pos,3
32,星期一,t,pos,4
32,装,v,pos,5
33,不错,a,pos,0
33,一款,m,pos,1
33,质量,n,pos,2
33,扛,v,pos,3
33,扛,v,pos,4
33,低,a,pos,5
33,还行,v,pos,6
35,洗衣机,n,pos,0
35,功能齐全,i,pos,1
35,外观,n,pos,2
35,漂亮,a,pos,3
35,送货,v,pos,4
35,速度,n,pos,5
35,很快,d,pos,6
35,师傅,nr,pos,7
35,提前,v,pos,8
35,预约,v,pos,9
35,准时到达,l,pos,10
35,服务态度,n,pos,11
35,这方面,mq,pos,12
35,感觉,n,pos,13
35,无敌,v,pos,14
35,洗衣机,n,pos,15
35,安装,v,pos,16
35,师傅,nr,pos,17
35,教,v,pos,18
35,告知,v,pos,19
35,注意事项,n,pos,20
36,功能齐全,i,pos,0
36,价格,n,pos,1
36,实惠,vn,pos,2
36,送货,v,pos,3
36,速度,n,pos,4
36,很快,d,pos,5
36,师傅,nr,pos,6
36,提前,v,pos,7
36,预约,v,pos,8
36,准时到达,l,pos,9
36,服务态度,n,pos,10
36,这方面,mq,pos,11
36,感觉,n,pos,12
36,无敌,v,pos,13
36,安装,v,pos,14
36,师傅,nr,pos,15
36,教,v,pos,16
36,告知,v,pos,17
36,注意事项,n,pos,18
40,信赖,n,pos,0
40,希望,v,pos,1
40,越走越远,i,pos,2
41,毛,nr,pos,0
41,经济,n,pos,1
41,实惠,vn,pos,2
41,耐用,a,pos,3
41,希望,v,pos,4
41,再加,d,pos,5
41,再励,v,pos,6
41,双十,m,pos,7
41,寸,m,pos,8
41,电视,n,pos,9
41,十字,nz,pos,10
41,冰箱,n,pos,11
41,优惠,vn,pos,12
41,点,q,pos,13
41,力,n,pos,14
41,双十,m,pos,15
41,下手,v,pos,16
42,商品,n,pos,0
42,不错,a,pos,1
42,经济,n,pos,2
42,实惠,vn,pos,3
42,物流,n,pos,4
45,安装,v,pos,0
45,服务,vn,pos,1
45,态度,n,pos,2
45,满意,v,pos,3
46,前段时间,n,pos,0
46,卖,v,pos,1
46,叔叔,n,pos,2
46,看着,v,pos,3
46,不错,a,pos,4
46,实惠,vn,pos,5
46,遥控,vn,pos,6
46,加热,v,pos,7
46,停电,v,pos,8
46,保温,n,pos,9
46,效果,n,pos,10
47,安装,v,pos,0
47,师傅,nr,pos,1
47,服务态度,n,pos,2
48,包装,v,pos,0
48,打开,v,pos,1
48,东西,ns,pos,2
48,破,v,pos,3
48,省,n,pos,4
48,质量,n,pos,5
48,加热,v,pos,6
48,服务周到,i,pos,7
48,安装,v,pos,8
48,师傅,nr,pos,9
48,耐心,a,pos,10
48,货一到,l,pos,11
48,安装,v,pos,12
48,几天,m,pos,13
48,评价,n,pos,14
49,东西,ns,pos,0
49,好看,v,pos,1
49,送货,v,pos,2
49,很快,d,pos,3
49,房子,n,pos,4
49,没装,v,pos,5
49,评价,n,pos,6
49,朋友家,n,pos,7
49,款,m,pos,8
49,热,a,pos,9
49,很快,d,pos,10
49,成功,a,pos,11
49,网购,n,pos,12
50,送货,v,pos,0
50,服务,vn,pos,1
51,购买,v,pos,0
51,款,m,pos,1
51,朋友,n,pos,2
51,说好,v,pos,3
51,价格,n,pos,4
51,便宜,a,pos,5
51,实体店,n,pos,6
51,便宜,a,pos,7
51,好多,m,pos,8
51,送货,v,pos,9
51,速度,n,pos,10
51,很快,d,pos,11
51,服务态度,n,pos,12
51,满意,v,pos,13
52,昨天晚上,t,pos,0
52,下单,n,pos,1
52,今天下午,nr,pos,2
52,送到,v,pos,3
52,安装,v,pos,4
52,速度,n,pos,5
52,真快,d,pos,6
52,感谢,v,pos,7
52,送货上门,l,pos,8
52,师傅,nr,pos,9
52,安装,v,pos,10
52,师傅,nr,pos,11
52,辛苦,a,pos,12
52,全分,n,pos,13
53,比较满意,l,pos,0
53,配送,v,pos,1
53,速度,n,pos,2
53,服务态度,n,pos,3
53,包装,v,pos,4
53,完好,a,pos,5
53,师傅,nr,pos,6
53,开箱,n,pos,7
53,开机,n,pos,8
53,验货,vn,pos,9
53,负责,v,pos,10
53,现场,n,pos,11
53,客户,n,pos,12
53,签收,v,pos,13
53,评分,n,pos,14
54,满意,v,pos,0
54,安装,v,pos,1
54,张师傅,nr,pos,2
54,细心,n,pos,3
54,装修,v,pos,4
54,时,ng,pos,5
54,接,v,pos,6
54,水管,n,pos,7
54,装,v,pos,8
54,张师傅,nr,pos,9
54,帮,v,pos,10
54,装,n,pos,11
54,服务,vn,pos,12
54,没得说,l,pos,13
55,升,zg,pos,0
55,机器,n,pos,1
55,外型,b,pos,2
55,高端,n,pos,3
55,大气,n,pos,4
55,上档次,b,pos,5
55,远程,n,pos,6
55,遥控,vn,pos,7
55,触屏,n,pos,8
55,效果,n,pos,9
55,操作,v,pos,10
55,简单,a,pos,11
56,升,v,pos,0
56,遥控,vn,pos,1
56,真的,d,pos,2
56,好用,v,pos,3
56,保修,v,pos,4
56,真的,d,pos,5
56,购买,v,pos,6
56,品牌,n,pos,7
56,值得,v,pos,8
56,信赖,n,pos,9
57,款,m,pos,0
57,加热,v,pos,1
57,很快,d,pos,2
57,容量,n,pos,3
57,够,v,pos,4
57,安装,v,pos,5
57,师傅,nr,pos,6
57,说话,v,pos,7
57,好评,v,pos,8
58,中国,ns,pos,0
58,选美,v,pos,1
58,迪照,nr,pos,2
58,耶,nr,pos,3
58,中国,ns,pos,4
59,送来,v,pos,0
59,拆开,v,pos,1
59,售后,n,pos,2
59,不让,v,pos,3
59,拆,v,pos,4
59,安装,v,pos,5
59,人员,n,pos,6
59,拆开,v,pos,7
59,质量,n,pos,8
59,负责,v,pos,9
59,安装,v,pos,10
59,后在,t,pos,11
60,服务,vn,pos,0
60,不错,a,pos,1
60,额,n,pos,2
60,家里,s,pos,3
60,安,v,pos,4
60,楼上,s,pos,5
60,二楼,n,pos,6
60,修好,v,pos,7
60,段时间,nr,pos,8
60,安,v,pos,9
60,再来,d,pos,10
60,评下,v,pos,11
61,尺寸,n,pos,0
61,放下,v,pos,1
61,售后,n,pos,2
61,人员,n,pos,3
61,特别,d,pos,4
61,负责,v,pos,5
61,询问,v,pos,6
61,几次,m,pos,7
61,浴室,n,pos,8
61,尺寸,n,pos,9
62,服务,vn,pos,0
62,店家,n,pos,1
62,物流,n,pos,2
62,安装,v,pos,3
62,挺棒,n,pos,4
62,购买,v,pos,5
62,安装,v,pos,6
62,三天,m,pos,7
62,结束,v,pos,8
62,短信,n,pos,9
62,温馨,nr,pos,10
62,提示,v,pos,11
62,很棒,a,pos,12
63,正规,a,pos,0
63,标准,n,pos,1
63,速度,n,pos,2
63,送货,v,pos,3
63,师傅,nr,pos,4
63,特别,d,pos,5
63,安装,v,pos,6
63,师傅,nr,pos,7
63,满意,v,pos,8
64,物流,n,pos,0
64,快捷,a,pos,1
64,售后,n,pos,2
64,跟进,v,pos,3
64,安装,v,pos,4
64,师傅,nr,pos,5
64,力,n,pos,6
64,中,f,pos,7
64,一切正常,i,pos,8
64,品牌,n,pos,9
64,值得,v,pos,10
64,信赖,n,pos,11
65,节能,v,pos,0
65,省电,j,pos,1
65,外,n,pos,2
65,观,vg,pos,3
65,漂亮,a,pos,4
65,节能,v,pos,5
65,物流,n,pos,6
65,很快,d,pos,7
65,送货,v,pos,8
65,师傅,nr,pos,9
65,态度,n,pos,10
66,不错,a,pos,0
66,价格,n,pos,1
66,实惠,vn,pos,2
66,安装,v,pos,3
66,花,v,pos,4
66,老房子,n,pos,5
66,安装,v,pos,6
66,麻烦,an,pos,7
67,双十,m,pos,0
67,一前,t,pos,1
67,波,ns,pos,2
67,优惠,vn,pos,3
67,袭,v,pos,4
67,囤货,v,pos,5
67,时侯,n,pos,6
67,手,n,pos,7
67,慢,a,pos,8
67,手,n,pos,9
67,冇,y,pos,10
68,安装,v,pos,0
68,几天,m,pos,1
68,老牌子,n,pos,2
68,值得,v,pos,3
68,购买,v,pos,4
69,安装,v,pos,0
69,后在,t,pos,1
69,评价,n,pos,2
69,这款,r,pos,3
69,遥控,vn,pos,4
69,透过,v,pos,5
69,吊顶,n,pos,6
70,款用,v,pos,0
70,遥控器,n,pos,1
70,方便使用,n,pos,2
70,触摸,v,pos,3
70,显示屏,n,pos,4
70,度数,n,pos,5
71,一段时间,l,pos,0
71,感觉,n,pos,1
71,质量,n,pos,2
71,不错,a,pos,3
71,对得起,v,pos,4
71,价钱,n,pos,5
72,白色,n,pos,0
72,好看,v,pos,1
72,大气,n,pos,2
72,升温,v,pos,3
72,很快,d,pos,4
72,洗澡,v,pos,5
72,够用,v,pos,6
72,一级,m,pos,7
72,能耗,n,pos,8
72,满意,v,pos,9
74,发货,n,pos,0
74,速度,n,pos,1
74,很快,d,pos,2
74,安装,v,pos,3
74,师傅,nr,pos,4
74,服务,vn,pos,5
74,热情,n,pos,6
74,五星,nz,pos,7
74,好评,v,pos,8
75,商品,n,pos,0
75,刚刚,d,pos,1
75,收到,v,pos,2
75,安装,v,pos,3
75,物流,n,pos,4
75,速度,n,pos,5
75,很快,d,pos,6
75,耐用,a,pos,7
76,产品,n,pos,0
76,不错,a,pos,1
76,价格合理,n,pos,2
76,物流,n,pos,3
76,力,n,pos,4
76,东西,ns,pos,5
76,放心,v,pos,6
77,不错,a,pos,0
77,不错,a,pos,1
77,性价比,n,pos,2
77,高,a,pos,3
77,合算,v,pos,4
78,到货,v,pos,0
78,安装,v,pos,1
78,几天,m,pos,2
78,评价,n,pos,3
78,物流,n,pos,4
78,挺快,v,pos,5
78,店家,n,pos,6
78,服务,vn,pos,7
78,热情,n,pos,8
78,好评,v,pos,9
79,品牌,n,pos,0
79,厂家,n,pos,1
79,值得,v,pos,2
79,信赖,n,pos,3
79,进口,vn,pos,4
80,价格便宜,n,pos,0
80,质量,n,pos,1
80,不错,a,pos,2
80,满意,v,pos,3
80,购物,n,pos,4
81,物品,n,pos,0
81,物流,n,pos,1
81,厂家,n,pos,2
81,态度,n,pos,3
81,安装,v,pos,4
81,员,zg,pos,5
81,速度,n,pos,6
81,收费,n,pos,7
82,东西,ns,pos,0
82,真的,d,pos,1
82,很棒,a,pos,2
82,喜欢,v,pos,3
83,晕,v,pos,0
83,品牌,n,pos,1
83,产品,n,pos,2
83,爆开,v,pos,3
83,送过来,l,pos,4
83,检查,vn,pos,5
84,品牌,n,pos,0
84,值得,v,pos,1
84,信赖,n,pos,2
84,水热,n,pos,3
84,很快,d,pos,4
84,售后,n,pos,5
84,安装,v,pos,6
84,专业,n,pos,7
85,东西,ns,pos,0
85,不错,a,pos,1
85,实体店,n,pos,2
85,优惠,vn,pos,3
85,安装,v,pos,4
85,师傅,nr,pos,5
85,热情,n,pos,6
85,满意,v,pos,7
86,收到,v,pos,0
86,售后,n,pos,1
86,服务,vn,pos,2
86,很棒,a,pos,3
86,满意,v,pos,4
87,不错,a,pos,0
87,性价比,n,pos,1
87,值得,v,pos,2
87,购买,v,pos,3
89,外观,n,pos,0
89,大气,n,pos,1
89,品牌,n,pos,2
89,值得,v,pos,3
89,信赖,n,pos,4
89,物流,n,pos,5
89,很快,d,pos,6
89,安装,v,pos,7
89,专业,n,pos,8
90,安装,v,pos,0
90,希望,v,pos,1
90,质量,n,pos,2
91,质量,n,pos,0
91,价格,n,pos,1
91,高,a,pos,2
91,便宜,a,pos,3
91,实用,v,pos,4
92,品牌,n,pos,0
92,售后服务,l,pos,1
92,杠杠,n,pos,2
93,热,a,pos,0
93,很快,d,pos,1
93,品牌,n,pos,2
93,值得,v,pos,3
93,信赖,n,pos,4
94,安装,v,pos,0
94,师傅,nr,pos,1
94,热心,n,pos,2
94,服务,vn,pos,3
96,不错,a,pos,0
96,热水,n,pos,1
96,速度,n,pos,2
96,没试,v,pos,3
98,五星,nz,pos,0
98,好评,v,pos,1
98,安装,v,pos,2
98,师傅,nr,pos,3
98,力,n,pos,4
98,感谢,v,pos,5
99,送货到,l,pos,0
99,安装,v,pos,1
99,满意,v,pos,2
99,品牌,n,pos,3
99,力量,n,pos,4
100,很好,d,pos,0
100,价格,n,pos,1
100,一段时间,l,pos,2
100,再来,d,pos,3
100,追评,v,pos,4
101,东西,ns,pos,0
101,还好,v,pos,1
101,安装,v,pos,2
101,师傅,nr,pos,3
101,比较满意,l,pos,4
102,安装,v,pos,0
102,态度,n,pos,1
102,运送,v,pos,2
102,速度,n,pos,3
102,很快,d,pos,4
102,好评,v,pos,5
103,物流,n,pos,0
103,很快,d,pos,1
103,服务态度,n,pos,2
103,老客户,n,pos,3
105,效果,n,pos,0
107,东西,ns,pos,0
107,性价比,n,pos,1
107,高,a,pos,2
107,安装,v,pos,3
107,师傅,nr,pos,4
107,手艺,n,pos,5
107,不错,a,pos,6
108,送货,v,pos,0
108,质量,n,pos,1
109,东西,ns,pos,0
109,真,d,pos,1
109,价格,n,pos,2
109,优惠,vn,pos,3
109,好评,v,pos,4
109,好评,v,pos,5
109,好评,v,pos,6
110,质量,n,pos,0
110,物流,n,pos,1
110,服务,vn,pos,2
110,商品,n,pos,3
111,质量,n,pos,0
111,不错,a,pos,1
111,保温,n,pos,2
111,效果,n,pos,3
111,挺好用,a,pos,4
112,送货,v,pos,0
112,很快,d,pos,1
112,安装,v,pos,2
112,效果,n,pos,3
112,加热,v,pos,4
113,配送,v,pos,0
113,安装,v,pos,1
113,服务,vn,pos,2
113,满意,v,pos,3
114,外观,n,pos,0
114,高大,a,pos,1
114,信赖,n,pos,2
115,送货,v,pos,0
115,质量,n,pos,1
116,品牌,n,pos,0
116,不错,a,pos,1
117,不错,a,pos,0
117,物流,n,pos,1
117,速度,n,pos,2
117,挺快,v,pos,3
119,机器,n,pos,0
119,美观大方,ns,pos,1
119,服务态度,n,pos,2
120,不错,a,pos,0
120,恒温,nz,pos,1
120,安装,v,pos,2
120,师傅,nr,pos,3
121,产品,n,pos,0
121,不错,a,pos,1
121,安装,v,pos,2
121,师傅,nr,pos,3
121,服务态度,n,pos,4
123,性价比,n,pos,0
123,孬,n,pos,1
123,赞赞,v,pos,2
124,安装,v,pos,0
124,师傅,nr,pos,1
124,服务,vn,pos,2
124,到位,v,pos,3
126,物流,n,pos,0
126,力,n,pos,1
126,昨天早上,nr,pos,2
126,下午,t,pos,3
126,送到,v,pos,4
126,师傅,nr,pos,5
126,上门,ns,pos,6
126,安装,v,pos,7
126,不错,a,pos,8
129,物流,n,pos,0
129,很快,d,pos,1
129,服务,vn,pos,2
130,送货,v,pos,0
130,很快,d,pos,1
130,服务,vn,pos,2
131,安装,v,pos,0
131,师傅,nr,pos,1
131,服务,vn,pos,2
132,服务满意,n,pos,0
132,五星,nz,pos,1
132,好评,v,pos,2
133,货,n,pos,0
133,收到,v,pos,1
133,喜欢,v,pos,2
134,发货,n,pos,0
134,安装,v,pos,1
134,专业,n,pos,2
135,质量第一,n,pos,0
135,棒棒,n,pos,1
135,哒,zg,pos,2
137,服务,vn,pos,0
137,安装,v,pos,1
137,满意,v,pos,2
139,质量,n,pos,0
141,产品质量,n,pos,0
144,服务,vn,pos,0
144,满意,v,pos,1
150,送货,v,pos,0
150,师傅,nr,pos,1
150,送到,v,pos,2
150,货,n,pos,3
150,客服,n,pos,4
150,打电话,l,pos,5
150,预约,v,pos,6
150,安装,v,pos,7
150,没想到,l,pos,8
150,安装,v,pos,9
150,师傅,nr,pos,10
150,小区,n,pos,11
150,第二天,m,pos,12
150,安装,v,pos,13
150,没想到,l,pos,14
150,当天,t,pos,15
150,下午,t,pos,16
150,点,m,pos,17
150,安装,v,pos,18
150,安装,v,pos,19
150,试水,n,pos,20
150,温度,n,pos,21
150,不错,a,pos,22
150,冬天,t,pos,23
150,终于,d,pos,24
150,不用,v,pos,25
150,冷,a,pos,26
150,保修,v,pos,27
150,八年,t,pos,28
150,放心,v,pos,29
151,不错,a,pos,0
151,下单,n,pos,1
151,第二天,m,pos,2
151,下午,t,pos,3
151,师傅,nr,pos,4
151,上门,ns,pos,5
151,安装,v,pos,6
151,收,v,pos,7
151,点,m,pos,8
151,材料费,n,pos,9
151,不到,v,pos,10
151,块,zg,pos,11
151,安装,v,pos,12
151,厕所,n,pos,13
151,热水,n,pos,14
